"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"query_1","TRUE","0.00133420665859878","129","1019","23","0.0225711481844946","0.178294573643411","GO:0140030","GO:MF","modification-dependent protein binding","16637","11733","GO:0005515"
"query_1","TRUE","0.00209092053252524","839","1019","84","0.0824337585868499","0.100119189511323","GO:0046983","GO:MF","protein dimerization activity","16637","7362","GO:0005515"
"query_1","TRUE","0.00437379873763637","1964","1019","165","0.161923454367026","0.0840122199592668","GO:0140096","GO:MF","catalytic activity, acting on a protein","16637","11753","GO:0003824"
"query_1","TRUE","0.00463575039502742","2023","1019","169","0.165848871442591","0.08353929807217","GO:0016787","GO:MF","hydrolase activity","16637","3754","GO:0003824"
"query_1","TRUE","0.00774401553311044","465","1019","52","0.0510304219823356","0.111827956989247","GO:0140640","GO:MF","catalytic activity, acting on a nucleic acid","16637","11905","GO:0003824"
"query_1","TRUE","0.0109261549794651","1925","1019","160","0.157016683022571","0.0831168831168831","GO:0016740","GO:MF","transferase activity","16637","3712","GO:0003824"
"query_1","TRUE","0.0167670135479067","8","1019","5","0.00490677134445535","0.625","GO:0004438","GO:MF","phosphatidylinositol-3-phosphatase activity","16637","1044","GO:0052744"
"query_1","TRUE","0.0197768533439029","76","1019","15","0.014720314033366","0.197368421052632","GO:0032182","GO:MF","ubiquitin-like protein binding","16637","5354","GO:0005515"
"query_1","TRUE","0.0317998399086868","156","1019","23","0.0225711481844946","0.147435897435897","GO:0030674","GO:MF","protein-macromolecule adaptor activity","16637","4927","GO:0060090"
"query_1","TRUE","0.035817692397898","9","1019","5","0.00490677134445535","0.555555555555556","GO:0052744","GO:MF","phosphatidylinositol monophosphate phosphatase activity","16637","9393","GO:0052866"
"query_1","TRUE","0.035817692397898","9","1019","5","0.00490677134445535","0.555555555555556","GO:0098599","GO:MF","palmitoyl hydrolase activity","16637","10357","GO:0016787"
"query_1","TRUE","0.035817692397898","9","1019","5","0.00490677134445535","0.555555555555556","GO:0008474","GO:MF","palmitoyl-(protein) hydrolase activity","16637","2194","c(""GO:0016790"", ""GO:0098599"", ""GO:0140096"")"
"query_1","TRUE","0.0386135177312146","63","1019","13","0.0127576054955839","0.206349206349206","GO:0140034","GO:MF","methylation-dependent protein binding","16637","11737","GO:0140030"
"query_1","TRUE","0.0386135177312146","63","1019","13","0.0127576054955839","0.206349206349206","GO:0035064","GO:MF","methylated histone binding","16637","6250","c(""GO:0042393"", ""GO:0140034"")"
"query_1","TRUE","0.0457756950528312","64","1019","13","0.0127576054955839","0.203125","GO:0043130","GO:MF","ubiquitin binding","16637","6759","GO:0032182"
"query_1","TRUE","0.000275419870113818","1953","395","218","0.551898734177215","0.111623143881208","HP:0003808","HP","Abnormal muscle tone","4560","2700","HP:0011804"
"query_1","TRUE","0.000513681130371038","2301","395","247","0.625316455696203","0.107344632768362","HP:0011804","HP","Abnormal muscle physiology","4560","8229","HP:0003011"
"query_1","TRUE","0.00194423262117888","2617","395","271","0.686075949367089","0.103553687428353","HP:0003011","HP","Abnormality of the musculature","4560","2185","HP:0033127"
"query_1","TRUE","0.00737224312712728","445","395","66","0.167088607594937","0.148314606741573","HP:0003679","HP","Pace of progression","4560","2623","HP:0031797"
"query_1","TRUE","0.00877911627975262","1658","395","185","0.468354430379747","0.111580217129071","HP:0001252","HP","Hypotonia","4560","955","HP:0003808"
"query_1","TRUE","0.0332346738755624","502","395","70","0.177215189873418","0.139442231075697","HP:0003202","HP","Skeletal muscle atrophy","4560","2319","HP:0030236"
"query_1","TRUE","0.0415914759848802","1661","395","182","0.460759493670886","0.109572546658639","HP:0011805","HP","Abnormal skeletal muscle morphology","4560","8230","HP:0003011"
