"","LN.F1.113.aa","LN.F1.113.ae","LN.F1.113.ag","LN.F1.113.ak","LN.F1.113.am","LN.F1.113.b","LN.F1.113.h","LN.F1.113.p","LN.F1.132.af","LN.F1.132.aj","LN.F1.132.aq.2","LN.F1.132.ar","LN.F1.132.as","LN.F1.132.at","LN.F1.132.aw","LN.F1.132.ax","LN.F1.132.ay","LN.F1.132.ba","LN.F1.132.bc","LN.F1.132.be.2","LN.F1.132.bh","LN.F1.132.t","ME.F1.134.a","ME.F1.134.b","ME.F1.136.h","ME.F1.136.i","ME.F1.136.j","ME.F1.139.af","ME.F1.139.ag","ME.F1.141.at","ME.F1.141.q","ME.F1.141.r","ME.F1.141.t","ME.F1.141.u","ME.F1.141.w","ME.F1.144.u","ME.F1.145.ad","ME.F1.145.d","ME.F1.145.g","ME.F1.145.i","ME.F1.145.w","ME.F1.146.aa","ME.F1.146.ab","ME.F1.146.ac","ME.F1.146.be","ME.F1.146.bf"
"Cyld",5.73857582459547,5.28093500182304,5.49354101080985,5.72041998400304,5.97744432029906,5.83944674428968,5.81467699315082,5.38713108204161,5.79489580100917,5.78665107099933,5.96933932199969,5.47682756740083,5.4122477627681,6.01860634598772,5.66053033653925,5.60174800565482,5.59138327641203,5.41901725288323,5.6577907566191,5.57541966420808,5.6925303853494,5.66715216228211,5.26343870351714,5.88663074083759,5.72092174272144,5.83595697927883,5.89623932977184,5.74371950712176,5.49689586619171,5.22497783411695,5.41133209249619,5.49237292554098,5.37583037177663,5.78430412466452,5.54824811763832,5.25060735549477,5.55943626149402,5.48349643392029,5.68453713395266,5.77307334091594,5.39911451768097,5.1601733566717,5.26823141400144,5.29018466439942,5.5176740897827,5.38384736111488
"Gpt2",7.13566403775949,7.30024177570881,6.78966397593131,7.72929620768049,7.94233601249778,7.45032972058563,6.83826884090564,6.89955856166044,7.07433003316067,5.86165733222436,6.2780521597217,5.97878482342656,6.47277325642213,6.21589545099602,6.05854248874522,6.82600503978236,6.47769307936481,6.39054073821209,6.31035357516063,6.27725972278033,7.05129126154777,6.88186415887908,6.96206062543042,6.94098208579458,6.97427327211879,6.2082307377586,6.25315079050399,6.28071647981402,6.99597569434756,6.86744784312653,6.87852601148723,6.9870296732933,6.63072557635221,6.19385692254819,6.70268799210568,6.8798475854787,7.18571059653071,6.83365952026396,6.97322919342318,7.18278401542442,6.82640919138036,7.05377863921119,7.41937996299505,6.99291818310061,6.72248498248486,7.50230721715448
"Wdr83os",6.32473037705568,6.70885010915918,6.51272188319849,6.55141745401525,6.21156590945512,6.44618766329477,6.39727743222778,6.19309789162218,6.41779928441774,6.12501579517316,6.62464064495932,6.28198321411613,6.1029403688093,6.16921906184666,6.08939836814485,6.42163618902285,6.04133608017691,5.70944044267137,6.07210387460718,6.34182442834331,6.4278211952949,6.34317413123744,6.3994840971289,6.45012163975903,6.19469061989624,6.41859912699864,6.47009814176604,6.63351130400762,6.01555138333761,6.404620439289,6.39854047127906,6.49243630255594,6.41851926859502,6.63127938890593,6.3541180772636,6.66106360314886,6.53082385330222,6.42041573340899,6.53676593705693,6.78539257723287,6.46548924566684,6.05780486381361,6.06055863934459,6.35261073879587,6.39805845294188,6.70055101604548
"Cacna1a",6.48743229513734,6.40169704971275,6.52723770477584,6.41319086797745,5.8318701343473,6.02857616503331,6.54210202687886,6.51359644100096,6.29241980721886,6.31942508929485,6.15431119383826,6.34103845261757,6.15728370724753,6.51667411859885,6.08939836814485,6.2280149885151,6.2290958248679,6.12480607314486,6.49586706596755,6.0432676986359,6.07502359889468,6.00747826382691,6.58117072573927,6.72354471830568,6.47404630989276,5.95900395419134,6.47009814176604,6.48578889032679,6.54892821355459,6.43323522322675,6.06676104019383,6.31324921846934,6.48734487751134,6.6508748702098,7.09632479232985,6.26281445955542,6.40049962148649,6.84789618727109,6.34292979143117,6.48056418357489,6.58288909880543,6.71416331802683,6.3714444787969,6.2665049819893,6.48150629679445,6.73950283838963
"C5H19orf53",7.11129013375728,7.20010591306434,7.26285261720816,7.04080107500086,6.97792064647899,7.24594852641666,6.93496678979894,7.27786606305836,6.51420153904221,6.75894464782062,6.40950496227488,6.57926710383864,6.58114783576825,6.82396934430736,6.37682463050676,6.74255013359105,6.79570609434794,5.81971077826354,6.74903445913121,5.98293279569549,6.67809289853699,5.83296918507723,7.31317596452391,7.08957791309998,6.78543445271302,6.8260379654385,7.04635435090804,7.13811388481971,6.5145136222551,7.34653283501816,6.8451933080039,7.18489223702526,6.95370162450174,6.59124121554501,7.16808381949151,6.98491429133845,7.00778763189434,6.90344398500836,6.72005400606972,7.14583873849939,6.63313721053585,6.83200626852036,7.05109373804938,7.06986085024002,7.13293095068703,7.10897986810116
"LOC102904079",7.35882917657336,7.18707772176875,6.9044705710612,6.66613772885196,5.59048661163355,6.56999269094919,7.33874052917037,6.92345283509574,4.96013769714427,4.74428396088005,4.76116754838135,4.56983545331692,3.71539787502771,4.93291325943942,4.37246854609789,4.37500081722738,4.58408648878388,4.49341493174002,4.29189859920671,4.67600896727186,4.77853545511404,4.31838198963764,4.86005490964837,4.3788270271702,6.44976132136915,6.94553913578249,7.75339015411476,7.34053500639245,7.62442607726166,6.51568083208773,7.3890994881002,6.82022984019281,7.63696375308907,7.4358405991238,7.20264631683231,7.48036565436093,6.98227992820562,7.24098421089068,6.42703251802433,6.88637904782338,7.12718107870742,7.35696289885459,7.37823224111386,7.06986085024002,7.37771078363969,6.96387090875886
"Znf330",5.25113908010191,5.73296616759178,5.89607815390092,5.50243950229813,5.74072860855695,5.64452966315986,5.39932630319066,5.65625000983529,5.2439569277218,5.53085450032935,5.69422283488277,5.41937475007114,5.08368445552865,5.58063691763169,5.54978941580328,5.53269382666504,5.52624435017906,5.13114262837511,5.6577907566191,5.42529227989479,5.5225821601097,5.63122684876475,5.84087099262628,5.78616905503968,5.3827710373869,5.83595697927883,5.49952754098696,5.64986249027513,5.53406324406494,5.72338003664099,5.5954184170461,5.94937381577994,5.55838363921195,5.85621198569313,5.58624196460446,5.30340879544258,5.94005736690755,5.82571724056248,5.71274371113607,5.77307334091594,5.54184748795655,5.65443865835066,5.45504971258424,5.9414091989079,5.43043283781661,5.9715980546802
"Inpp4b",6.06364685848956,5.77029534917131,6.20308868033529,5.94439421283434,5.93747319324026,6.06716936903814,6.44234274789345,5.97571514852963,5.8869708572672,6.15455765101222,6.35470546636152,6.08763811736311,6.22649465931578,6.37451373204615,6.05854248874522,6.01835509923736,5.94859827410201,5.87150323857852,6.0955887238566,5.78330576176783,5.97663198029536,6.32176526553288,5.96137721516858,6.12886545555165,5.91679739319558,6.2082307377586,6.02610817850392,6.15434861861293,6.40580959565858,5.86048883528583,6.6000761886407,6.23444892488915,7.19617650703689,6.61140429796998,6.43515725800515,6.44467962601243,5.52186493781342,6.341152134078,6.89379608827254,6.16651071867037,6.36140610532525,6.56850727801024,5.65402116353251,6.33158762526411,6.26252763875834,5.9715980546802
"E2f4",6.89951946416224,6.55352219781894,6.35849371538927,6.50273751293296,6.82743364714154,6.78875659127087,6.56933256005103,6.63517104678722,6.81454566994917,6.53456875732194,6.95127699208285,6.82396274076647,6.70571523995249,6.71117163593085,6.72416119389144,6.97128030743858,6.83396245193192,7.20359340227277,6.65940090322298,6.82853259618133,6.87703303896732,6.95217539083536,6.79498826360987,6.49703895246698,6.57834226946588,6.64901324738235,6.6180020494561,6.66431101812852,6.75399306385759,6.74849475814831,6.8451933080039,6.62072809335978,6.56882162119426,6.63127938890593,6.65314212479758,6.62414611364065,6.83308967100532,6.71424591960991,6.78460237176471,6.8938549151093,6.76490319617037,6.44361497103442,6.71093462039033,6.8399405030589,6.70535789817875,6.89680633974529
"Tmem208",5.86632706274585,5.73296616759178,5.46146715494357,5.42026937827761,5.91702332131673,5.88389348951874,5.99099315507219,5.77174982852766,5.33982803274292,5.48260344461026,5.83906089678695,5.68298233531044,5.50396699045444,5.52983224505992,5.70222770063598,5.55614316887663,5.68311780073631,5.81971077826354,5.6577907566191,5.42529227989479,5.6925303853494,5.63122684876475,5.63601551993532,5.64842963196513,5.72092174272144,5.91925847879568,5.89623932977184,5.7735295508847,5.76714415733979,5.455545127606,5.73035904837107,5.91548160650705,5.52400278485356,5.92435354372111,5.91411824176251,5.73274035376056,5.69930610198831,5.55984157227976,5.71274371113607,5.73862052466725,5.70959186897762,5.43274772808185,5.79318934440926,5.9414091989079,5.94236990799108,5.72518352785726
"Atp6v0d1",7.67273482548848,7.54404242821315,7.27986809732016,7.26646651235417,8.03596150458538,6.92789104827309,8.0874177425617,7.76530174582994,7.93734981724001,8.32110392714177,8.217186814753,8.13048181437265,7.68174214610427,8.21648083176716,7.91342433832983,7.84659477926172,8.42546615399103,8.33176709753787,8.2435736953262,8.2946664264807,8.15867379573388,7.87698192912998,8.35880708118599,7.57192376941042,8.09286736864333,8.40371262242309,8.38946547328148,7.62984678131917,8.13363129171185,7.62137128523158,7.60871018163567,7.51866735819839,7.7512470452686,7.6907741254369,8.25123643978955,8.26855270421048,7.93879079869448,7.85124723108019,7.67995080829561,7.66748506405453,7.55575643421161,7.77639382867551,8.17992441777662,7.69577437508626,7.56790821905661,7.47210305663574
"Psmb10",6.73294376142736,7.8705068187192,7.81628491649419,6.94482425432709,7.18962796760782,7.17072986751675,7.2991461632233,7.89675750678251,7.4458164086616,6.7961334608518,7.35070602583343,6.52976348923709,7.3382469575086,6.73236753479195,7.27383010273835,6.72330966087359,6.68826980075507,7.49890706463818,6.86026630824666,7.11856429855725,6.79520305837338,7.15619271955817,7.76773928546902,6.92974491223938,7.89986308365097,7.6983444358103,7.58158996622092,7.4494669567247,7.67895964974634,7.53981660228009,7.12935599718835,7.43511121250645,7.51274840649013,7.21921614605998,7.22522923653336,6.97037556312396,7.36360122759342,7.03343028503861,6.77192844709889,7.04902915049456,6.99626705652404,7.24544296791999,7.24713497347688,6.81024724016343,7.13293095068703,7.11879695662096
"Slc7a6",6.21225423729791,6.25672097107201,6.78966397593131,6.45228183572685,6.55987649803627,6.51633051614035,6.3024497353612,6.41485519545598,6.56897430771608,6.37022745344565,6.35470546636152,6.42510528321942,6.54149397707343,6.29028818206395,6.10456359117621,6.37262224059115,6.2290958248679,6.24510205811555,6.34951563318858,6.00335062548587,6.40941003796412,6.44547595323511,6.12374969640593,5.97991664487732,5.80286477983098,5.69999832966666,6.08656605343778,5.96495751889903,6.08894337076568,6.20245158293016,6.23404873885854,6.06158931634557,6.41851926859502,5.98913373971177,6.19960492961181,6.54723610611381,5.69930610198831,5.69973449311138,6.01042860003065,5.96251345801847,6.00644631097942,5.98122343886574,5.79318934440926,6.33158762526411,6.16404876900513,6.14012565220586
"Smpd3",5.14597143396027,5.33459350431782,4.98539638071311,4.97531487026456,5.47921357372139,4.52536919659948,4.80360830423766,5.03726298231612,5.13920687738534,5.53085450032935,5.34181189660612,4.80834065920518,4.99511523894404,5.50362008889479,5.263484263285,5.11052374819574,5.62271327898405,6.12480607314486,5.32291789133319,5.21586873361457,6.25247896937236,5.516787803888,4.69825390966908,4.84552503836431,4.90394631884992,4.81873376485332,5.11688040182407,5.43787924313508,5.14822342993818,4.43266398944809,4.97205273087117,4.95237447704532,4.94961450974472,4.8976131657447,4.81909567463684,4.69417664959335,5.21957406966626,4.94001050030546,4.90833095520033,4.98947464529278,5.01194395444232,4.71815482257294,5.10491578780408,4.89064533602874,4.85223095813837,5.34747284255581
"Nqo1",6.11502929297249,5.61391037801296,5.42851773725714,5.47566544807689,5.21980432659655,5.72115122110107,5.39932630319066,4.92867387984473,6.00045063010292,5.62202852026817,5.81136804351196,5.58418242117271,5.76821703793621,5.27030975299002,5.81971628665481,5.40815642707391,5.08532217126778,5.70944044267137,5.6247858065974,5.63069182320348,5.28131796289894,5.29819930878744,5.36030975847485,5.8120237776056,4.94631356607602,5.00914302059021,4.97810385178935,6.19779423034827,5.09600391090495,5.10983345014266,4.241872007531,4.95237447704532,4.94961450974472,5.39784125754721,5.50904498687016,5.13695387565163,5.40164422802156,4.63992031847438,5.39697449166089,7.53142583176918,4.56339887198565,4.71815482257294,4.32647974826236,4.65378700469729,4.4703899643307,4.89854404524305
"Psmd7",9.80330158432043,9.81697919699812,9.7236719221389,9.71051619314315,9.80762099431471,9.47577095105349,9.70222193039421,9.63729904581186,9.87493373046207,9.84031010061905,9.52490183535999,9.88383619665563,9.85150289169832,9.45134952466273,9.94130838934178,9.95636590041034,9.87344329971271,10.0844314428482,9.78050194785648,9.73193987706728,9.94933510303232,9.66503168299825,9.18082040424644,9.24203383052036,9.64538245219221,9.79862169274775,9.85801455654743,9.62070093806527,9.4258040324595,9.4842637974697,9.30532781775795,9.47765855942939,9.47452968705312,9.44039674046299,10.1115915770387,10.0065009809711,9.38996177633439,9.53878704902208,9.41328238592681,9.50748088400081,9.62327550651948,9.4347779733637,9.53386730920902,9.67000396276756,9.38547522653629,9.25435879637929
"Gabarapl2",7.92305407458104,8.202085186569,8.63834515381029,8.11070669911228,8.38435305531053,8.3173996511207,8.30595582271162,8.64088456783909,8.31325408348844,8.40073107989696,8.24198525441976,8.31404281842261,8.21540740492876,7.99208772117221,8.35409144562444,8.28584224078181,8.13882530680285,8.51681163134213,8.53193284347824,8.36066221023768,8.42833388278663,8.32305733777751,7.88392492550164,7.99197711161872,7.88661558945806,8.06372596519035,8.17836349006592,7.7480681901917,7.70921316620826,7.77173004218666,8.07530903436073,7.65283906079017,7.91946454898645,7.67197144105728,8.25123643978955,7.47012413051765,8.48042112046323,7.77951421469847,8.54197425828898,8.32545736727633,7.57109676723461,7.97942310593188,8.3747786836521,8.0996175922837,7.59575190884963,7.72338458127781
"LOC102922531",6.54381545376454,6.61381860371331,6.52723770477584,6.47774003433996,6.63476744155462,6.63427992072584,6.62224277105639,6.23265543017823,6.60432440678701,6.31942508929485,6.62464064495932,6.25146807795331,6.50067245899471,6.01860634598772,6.46059751638196,6.32179206665951,6.01875234626116,6.1456146449784,6.49586706596755,6.30992359051754,6.37183111835986,6.36425336499505,6.29877961074761,5.70532674678731,6.36122380067398,6.52575966680816,6.49221891481073,6.01488764638654,6.20298596836691,6.02339965815702,6.44427026450373,6.33853592554037,6.43605043615634,6.76300121731161,6.10270015771161,6.16189397341437,6.32008337154798,6.04610988819592,5.9880483362841,6.39793667853469,6.27461174849979,6.48046404915423,6.06055863934459,6.43362256091052,6.30921355913137,6.35898084747249
"Cmc2",7.0093687829729,7.14725978433449,6.66461363410186,6.8515152600825,6.98740417899641,7.33278474934583,7.00584199223769,6.76034889681938,7.41667091510903,7.51430682994276,7.07891451660362,7.60418604089141,7.55014669232239,6.82396934430736,7.33746281942944,7.45500614326368,7.47925174100081,7.58269482337575,7.62619049108535,7.10949359449746,7.54152727147479,6.92447046201296,7.42445750290689,6.99586328156565,7.11055317630315,7.48002416594704,7.37459992313453,6.7528323443659,6.95842372973806,7.85697781639292,6.67822691570822,7.10034605228193,7.10194382760289,6.72661579582901,7.37399924694541,6.97037556312396,6.99509136153811,6.54901935640705,6.8219512432789,7.13330665099636,7.01142596231166,7.05377863921119,6.94185361105953,6.68475470164514,6.68801833422839,6.85025405865394
"Mbtps1",6.38802170640786,6.53282707037718,6.29160199172188,6.7306957649839,6.50760636283918,6.43172096797804,6.28598558996257,6.36269638894752,5.97298307441617,6.53456875732194,6.44486088817455,6.4784253380208,6.38552082988772,6.44095446096401,6.59335077794655,6.78025567180322,6.60189746598821,6.8674345557222,6.77768009120132,6.73675884016871,6.25247896937236,6.34317413123744,6.44047958650572,6.43412121660905,6.41251237758791,6.41859912699864,6.14441098766661,6.35887995237359,6.5145136222551,6.56803588891713,6.78781901859846,6.2208599081443,6.47045765551224,6.41841950053464,6.29003089778212,6.52732391767245,6.3406342312995,6.23514228758082,6.30778850090531,6.29862357055138,6.49850729462383,6.46216249768672,6.45440782621022,6.5648612251014,6.46111304833342,6.35898084747249
"Gse1",5.08936069738435,5.03624514887851,4.93438556309912,5.26925520012292,5.44973425429982,5.24280048145736,5.01055778073911,5.08756434252312,5.55013133342348,4.92317605704824,5.06504935588849,4.90730504928596,5.34694014871404,5.05761682207461,5.10546162870413,5.29821795417831,4.98232099268948,5.03307195141064,4.84686440188432,5.17690817868878,5.23578543057914,5.29819930878744,5.15755806326882,5.05949553296364,4.90394631884992,5.30971036075522,4.90097189045209,5.13063916772861,4.62579110228025,5.02564644488986,4.92151873092451,5.19417028678615,5.05984315059003,4.72218890251,5.02187271726223,5.13695387565163,5.06065484970814,5.11657228818943,4.85015288843104,5.14379665741905,5.14606781126519,5.10758006415807,4.91211278509565,5.13672466808575,4.7715976647834,5.00475551058074
"Zc3h18",7.92305407458104,7.74339604251488,7.56965979703609,7.89143143221906,8.72196562448579,7.59123024345674,8.317832160848,8.30972794362685,8.45321824361729,8.83468731280166,8.40892391809134,8.79736396368503,8.8359021787102,8.54650668234453,8.97564681324831,8.02789414503919,8.59639996191619,9.91051962690146,8.96861945532732,8.88309665085835,8.49814243768146,8.12029761384591,8.21212977813746,7.32997251830376,8.59115475448542,8.40371262242309,8.31236543314928,8.38928429550739,8.55102872365421,7.95686843305857,7.65395209769569,7.48028241109952,7.89483537632664,7.58415972678781,8.59065183294705,8.09343810652206,8.04648999920784,7.59946575464425,7.25267935857635,7.28252569366781,7.55575643421161,7.451283242696,8.02255234024037,7.34163085461882,7.84018322376439,7.47210305663574
"LOC102924471",4.74681551497254,5.33459350431782,4.98539638071311,5.6281981106331,5.56359715006781,5.04143670747326,5.29607951805405,5.13560191083199,5.55013133342348,5.53085450032935,5.9939151846514,5.41937475007114,5.16544990404799,5.52983224505992,4.95989043319014,5.23907441472673,5.38448588366968,5.65051064141894,5.72131902755542,5.35957819757906,5.03227606873842,4.96447132763052,5.19397733769366,5.19531261545328,4.85965717662544,4.42321856937125,4.97810385178935,4.77225428099018,5.49689586619171,5.42524479420321,5.15259828835898,5.25441379653736,5.25108189386129,5.11298995988385,4.89145053463648,4.94022926409155,5.91229072837077,5.21991791830792,5.1576101564006,5.08473321438274,5.14606781126519,5.34881897688777,4.91211278509565,4.81833535545811,5.12135134820446,5.14605492194451
"Ctu2",5.19979421829527,4.96520616116977,5.16758826770598,5.09511700467787,4.77441736223714,4.94883466052209,5.05625569066752,4.92867387984473,4.82031930802317,4.51894006192703,4.95444410208747,4.6974310283161,5.20415275499235,4.97619577713107,5.13892891237778,4.69454152705791,4.73734164549111,5.08323509179528,5.08493844316603,5.28996739647586,5.18834045168915,4.89687031062911,4.99820506165272,4.90349014381409,5.13526235316029,5.00914302059021,5.45193397787615,5.22717891151684,5.04110799957072,5.14956921729092,5.11025339219176,4.91271561803361,5.15962103058351,5.04605505188036,4.95877591285641,5.49360400639249,4.80198017623597,5.06096741141499,5.1576101564006,5.11466866808092,5.20737427799973,5.10758006415807,5.04454788161261,4.89064533602874,5.17908435858829,5.10100419738335
"Trappc2l",7.17145683058471,7.02061810593259,7.2369413417637,7.01526557126647,6.90968865806813,7.02628508608274,7.29109335334019,7.0151763360943,6.90186774539887,7.10763971006516,6.74218289177923,6.67328088502537,6.68167603748389,6.54102002680434,6.77138228508959,6.51472420333287,6.55661441132762,6.61306210033858,6.51311551455389,6.58671056870489,6.64721532155942,7.08308930508397,7.0776726756589,7.30422200967937,7.24185050033088,7.23777545595684,6.75168543596629,7.21228641967144,7.19177213132122,7.20682130885099,6.87852601148723,7.23198029044885,7.29402942081279,7.28277038844131,6.89918000228258,7.57893250971772,6.78949679207937,7.17511785076066,7.34049914384108,6.8713071196119,7.20818594373049,7.16963184279083,7.6178548966273,7.10681792168651,6.83684601220216,6.97474470360048
"Spg7",7.31691048821461,6.97575278251664,7.01061904362102,6.9538240911564,6.8168049417766,7.07302655118012,7.0543746692065,6.81258101716509,6.10497693547465,6.73997344192315,6.2581964922469,6.34103845261757,6.45860945885234,6.36083110325908,6.30071084730211,6.59133681102472,5.99577817663915,6.30147168403256,6.59627760981202,6.34182442834331,6.44598943894152,6.52217777191949,6.75261176130804,6.87217397383601,6.95734077860202,7.22215543089674,6.80528568104217,6.56978929008113,6.5658204044526,7.14002593952354,6.62661653137832,6.77524416916718,6.76071130152401,6.63127938890593,6.8562147134107,6.5668664437086,6.25650685928695,6.8619901078561,6.79716277576513,6.45015634892698,6.80910942567153,6.92758402186623,7.30323359512786,7.04467562652698,7.14559514420977,7.16688780088792
"LOC102909622",6.85601314506367,5.8065703694543,5.94135119937228,6.41319086797745,6.41109070697423,6.51633051614035,6.64796215275973,6.11032819937375,6.51420153904221,6.72074157951932,5.86617538424473,6.22025217599881,6.5548382223433,6.46665838342049,6.75268449626657,6.2280149885151,6.61666985392039,6.53763056778483,6.18562487172054,6.34182442834331,6.29343333606019,6.79257267016359,5.79809250649233,6.06705372510838,5.87991539203691,5.95900395419134,5.96277034475946,6.53679766764995,5.82657907150155,5.90314818250812,5.30748326186986,5.99863289749255,5.48862920045891,5.44728742656996,6.0251334315581,6.44467962601243,6.04562989918469,6.29973168127729,5.89452920786892,6.04788847209747,6.15420954758,5.5848743229305,6.16403755356661,5.50789416143482,5.74759913265319,5.48674020405778
"Ccny",6.91372781786345,7.04975608370999,6.63820212257098,7.15422926129207,7.17314491127354,6.99748007204444,7.18203113988051,6.85051780917891,6.87335857472668,6.59943271204796,6.85061432609236,7.04976268284098,6.97586906779689,6.67876268997601,7.04098271606956,7.06550562872292,6.90748628205705,7.06157551250237,6.93827006365532,6.80614594109598,7.14200047089822,6.97934663668769,6.76332661379943,6.87217397383601,6.96583242141427,6.76224766863418,6.44761718367213,6.76705629183195,6.76858743763251,6.69089650027965,6.63969936097311,6.42353680860904,6.78802721898532,6.85003632705034,7.09632479232985,6.78309249509718,6.90286782308005,6.71424591960991,6.89379608827254,7.24229983725414,6.95764220580548,6.90093185500688,6.88388875400806,7.03191284382535,6.67046078207329,6.90820774866854
"Rab18",8.21206013416513,8.202085186569,8.52942390818954,8.0031057265108,8.11958343816466,8.31354352542938,8.11945481284744,8.20264802741009,7.92364308538525,7.74833679031043,7.99586865121006,7.76024463846457,7.9634449807569,7.87934356477246,7.92996664768914,7.81999609493161,7.84356904957213,7.66882382579329,7.80201589488464,7.89931834914736,7.96867170412458,8.08353726639724,8.22366501953199,8.20089719031228,8.23888280300689,8.1318276691473,8.34251046603329,8.14776916387969,8.06522584146036,8.00432080001185,8.17158375761785,8.04657274092766,8.01395855751109,7.97759763347794,8.1725585030954,8.33190466902326,8.31816503874766,8.02251560362786,8.49327415410983,8.17266440584754,8.16598723805119,8.10617678106441,7.86074777663683,8.27103237715529,8.02869497895817,8.08869131588587
"Kif5b",9.07893317556986,9.29731408257943,9.20545336911197,9.25591428105766,9.16410447601416,9.3174942900571,9.57952358624225,9.48493988715692,9.14365404170385,8.97325969028805,9.12523875362823,9.2363314769851,9.32462009217104,8.91408525429383,9.14425242712474,9.32185103047342,9.31637474866464,9.16704598171131,9.33923422124487,9.27774257517726,9.44401139609296,8.92403134878231,8.74746889232343,9.01108773005962,9.10830709696276,9.10790806189244,9.06758326824855,9.05627954010503,8.72718873890499,8.8482841871518,8.89766215897154,8.89720115163183,9.10583378639026,9.00424726988578,9.10160182403017,8.8512208633826,9.09833778894306,9.06030702694322,8.77915854557568,8.86245381136442,9.10778350185005,9.03522263619537,8.84568485497319,9.11168073326233,9.14083131448834,9.02771715798783
"Cul2",6.91372781786345,6.76291323865086,6.89340257772562,6.7306957649839,6.97792064647899,6.99748007204444,6.9453124001722,6.93524972923002,6.49545187267609,6.4430700675361,6.5778748917694,6.92247628726212,6.76406517031121,6.75324715657771,6.50627737664279,6.67401721258645,6.74301835589419,6.42460989330496,6.53015167667766,6.57344526665663,6.64721532155942,6.69720797348214,6.8259510745923,6.72354471830568,6.74639853985698,6.47321861925847,6.906713268018,6.63351130400762,6.61529833655658,6.83599260513722,6.53141938106075,6.92265994194308,6.96567370434863,6.67019875248377,6.8562147134107,7.01355027383149,6.72918127861776,6.77522394523703,6.97322919342318,6.84839204444231,7.01894486247747,6.602217216178,6.72756980878529,6.8690192969988,6.57919402267534,6.94186863678906
"Arhgap21",6.3672476184052,6.65261162341735,6.43776471090162,6.51506884098262,6.46706615081556,6.46050413057534,6.28598558996257,6.06694950209159,6.58676174789482,6.31942508929485,6.15431119383826,6.01606779063916,6.2761786102796,6.13718025639472,6.02695640096832,6.11224257063157,5.89966617751118,6.03818423812723,5.99906256503126,6.54652830013276,5.97663198029536,5.97995312084143,6.62898826405168,6.333999831407,6.29428980924197,6.2082307377586,6.22677331938495,6.73846245153975,6.42453254645278,6.39008665793406,6.12486438982151,6.39978289516257,6.52051284719165,6.57078136455118,6.19960492961181,6.26281445955542,6.40049962148649,6.32059880605503,6.21575600054979,6.35468388807094,6.48758870336855,6.46216249768672,6.08718646066701,6.2665049819893,6.05780823080183,6.4875677858508
"Commd3",7.38947788765878,6.97575278251664,7.63046243601464,7.55232357845181,7.5174950266828,8.02359666814007,7.93110696561817,7.62778425369876,7.15916040844578,6.90213195657796,6.52947970119072,7.1341411259977,6.8418772956182,7.02557930289135,7.22079101343993,6.64358414034502,7.22673067755392,6.52203942649595,6.84683474906537,6.82853259618133,6.70830224519378,6.92447046201296,7.18455105552423,7.3801171377025,7.71728830261882,8.03733140901127,7.87407474531774,7.07129516381559,6.99597569434756,7.55267043570566,7.40433479099033,7.07100468935988,7.96748933887835,7.5224707901913,7.47148803882639,7.89396295940351,7.69559063432306,7.42204650755581,7.83867514735546,7.79963208759926,7.77018904994464,7.26638046378404,7.47895739618436,6.93919155430074,7.61401754098359,7.33608137070004
"Arl5b",6.38802170640786,6.30677441327891,6.46823753282936,6.28876116557282,6.27612208612818,6.41710071564317,6.16479000166611,6.13150244982806,6.27035823286535,6.18346584796459,5.96933932199969,6.15557555701098,6.06544886823003,6.12087031420546,6.19212911009405,6.17136962132774,6.06354336725205,6.06037145958376,6.07210387460718,6.32596703961826,6.9543643408982,6.96582640806642,6.29877961074761,6.60069894041232,6.41251237758791,6.39045485735088,6.32934878343455,6.35887995237359,6.26706155341472,6.48874198886728,6.53141938106075,6.70012094141053,6.61550592422826,6.57078136455118,6.33308767965068,6.54723610611381,6.5129419873856,6.68273022133811,6.72005400606972,6.46036691326394,6.63313721053585,6.63512943935613,6.11329499716676,6.45315146619911,6.37638119270479,6.17914247672472
"Pter",6.40848624342269,6.30677441327891,5.80053215537001,6.11940788437322,6.26026822099892,6.10467894417925,5.92761986520761,5.77174982852766,6.02736077423955,5.86165733222436,5.30014259867137,5.86015839095995,5.92522777563427,6.42792051589096,6.53957384201799,6.14213069074248,6.24843310775952,6.24510205811555,5.75193148840106,6.0432676986359,6.0267374232284,6.44547595323511,6.20612161024199,6.29893162942482,6.20937442652822,4.42321856937125,4.17428162996787,4.28923757965318,4.42516465455356,5.77072378243996,5.62358961044258,7.03345132985155,3.71539787502771,6.08072969119956,4.81909567463684,6.21329362606233,4.30589527409709,4.63992031847438,4.26096617774666,4.76641673285109,4.36031130284479,4.30201471300798,5.65402116353251,3.71539787502771,5.88062894384168,4.7132533219635
"Bend7",5.30026250908763,5.22464177990034,5.28671834337778,4.83938142504136,5.10499733384459,4.84676025492642,5.05625569066752,4.80664680464738,4.44863021271578,4.83798803251857,5.25691191414829,4.6974310283161,4.89813995281336,4.84017679287589,4.7894895651301,5.00296469121545,5.08532217126778,4.92478824535931,4.77700790691903,5.13652534539434,5.08685526070717,4.56216004184004,5.11988960167716,5.23710064229131,4.98695696131622,5.24185056755925,5.45193397787615,5.17996064829455,5.53406324406494,5.06857628476968,5.23269706664237,4.95237447704532,5.33571820555275,4.72218890251,5.02187271726223,5.13695387565163,4.93972278038836,5.06096741141499,5.32258391011546,5.37660559260174,5.42410840992711,5.54857740546985,4.7588594110584,5.08042934511048,5.17908435858829,5.10100419738335
