"","LN.F1.113.aa","LN.F1.113.ae","LN.F1.113.ag","LN.F1.113.ak","LN.F1.113.am","LN.F1.113.b","LN.F1.113.h","LN.F1.113.p","LN.F1.132.af","LN.F1.132.aj","LN.F1.132.aq.2","LN.F1.132.ar","LN.F1.132.as","LN.F1.132.at","LN.F1.132.aw","LN.F1.132.ax","LN.F1.132.ay","LN.F1.132.ba","LN.F1.132.bc","LN.F1.132.be.2","LN.F1.132.bh","LN.F1.132.t","ME.F1.134.a","ME.F1.134.b","ME.F1.136.h","ME.F1.136.i","ME.F1.136.j","ME.F1.139.af","ME.F1.139.ag","ME.F1.141.at","ME.F1.141.q","ME.F1.141.r","ME.F1.141.t","ME.F1.141.u","ME.F1.141.w","ME.F1.144.u","ME.F1.145.ad","ME.F1.145.d","ME.F1.145.g","ME.F1.145.i","ME.F1.145.w","ME.F1.146.aa","ME.F1.146.ab","ME.F1.146.ac","ME.F1.146.be","ME.F1.146.bf"
"Il12rb2",7.97768026541427,7.9416922247362,8.34078539126638,7.85853871089689,8.43673012943223,7.89517258811929,8.14190866175674,8.13333409913207,7.68437996058764,7.91642505007594,7.93018924051393,7.66189475726167,8.03070047007021,7.90722137463108,7.81441409309829,7.92355197822282,7.89221924684077,7.76966978487521,7.65703606730927,7.92009380477608,8.05236800391331,7.92629092333767,7.71412797354646,7.89793619363097,7.92599649453549,7.87783406924019,8.08867710358171,8.01869205534022,8.14472202276105,7.83613657805623,8.21094785342063,8.46559708158257,8.2211708183563,7.93885041157613,7.81345803436443,8.04610779131596,8.00939447965855,8.1127579844463,8.21685821652463,8.03886996435761,8.15925462087183,8.2279620961609,8.2889645251631,8.45766806705705,8.47482892108698,7.85187116787856
"St3gal5",5.39267314713354,5.48228459185712,5.16758826770598,5.5794170743366,5.02106478478043,6.06716936903814,5.49430528582367,5.62564993790615,5.97298307441617,5.53085450032935,6.19682661980266,6.12203620542303,6.1029403688093,6.03620373522134,6.01087773370418,6.12726969415673,6.04133608017691,5.94553247132417,5.86757968911748,5.73443942917872,6.21025240323983,6.25544769875464,5.44979328752789,5.39048327103387,5.51447251971139,5.30971036075522,5.63213648132101,5.51268178309798,5.3780065154661,5.36223202492342,5.5954184170461,5.56224156743899,5.74687134673739,5.04605505188036,5.24233138542073,5.53679554087701,5.73197709528263,5.00226865244648,5.46697497727539,5.53027023147484,5.14606781126519,5.0522846091923,5.26823141400144,5.19025274643011,5.55905998886637,5.51917775489648
"Usp39",5.02958114575293,5.57157624034417,5.39463560065914,5.72041998400304,5.38851057137283,5.34825105061176,5.49430528582367,5.34884679440636,5.38495190376248,5.14258451991655,5.25691191414829,5.53167859850201,4.99511523894404,5.16908875890244,5.40220917588288,5.20830517447126,5.38448588366968,5.221084590936,5.27917340494523,5.25352176799014,5.5225821601097,5.08753194247103,5.26343870351714,5.49370001043715,5.51447251971139,5.24185056755925,5.71331557353369,5.64986249027513,5.63928707432345,5.39415681345948,5.5665946154061,5.41824293746771,5.55838363921195,5.85621198569313,5.88483751342226,5.73274035376056,5.00196803739535,5.40202194402253,5.68453713395266,5.80662664315819,5.6074166717571,5.5848743229305,5.36534737728618,5.58505295557233,5.67553162441848,5.58158769935374
"Mat2a",8.21206013416513,8.00213233345394,7.93870442100664,8.18831649444031,8.46726475353118,7.93592598374504,8.48512498059139,8.14344320153454,8.73755632578779,8.77161738552183,8.43924902748182,8.44437676354666,8.52596758953787,8.5287026815822,8.16462593730523,8.33980387652685,8.58167283292667,8.93569228490154,8.25869887201806,8.4489602987565,8.31682596434579,8.64631357726032,8.49189867880317,8.58461816208129,8.8423336021483,8.79843253035414,8.70455370214266,8.241269989273,8.5426759576946,8.39432978666593,8.31093411719618,8.39980549993485,8.41093320165986,8.48716825651553,8.57327009103389,8.33190466902326,8.06468437370662,8.02871147817421,8.25782890770959,8.18176069844632,8.30054080620949,8.3597311374569,8.51363720653001,8.17065577824004,8.64383032456456,8.16125209419099
"Retsat",5.66958596697463,5.77029534917131,5.16758826770598,5.6281981106331,5.14461526367071,5.44497625793236,5.4318275990226,5.52906618370183,7.4458164086616,5.57727964316255,6.2780521597217,7.56840858581886,5.44360317475097,5.78676675970697,7.14446891803161,7.11036459355948,6.08538741647119,5.94553247132417,5.7818293346581,6.57344526665663,6.21025240323983,7.27023760432201,6.25323984219128,5.95720748741702,5.32571998048301,6.03507897413498,5.92992566804314,6.19779423034827,5.63928707432345,5.5421464566436,6.25141973470994,6.15079000465272,6.01013037041664,5.49478069470775,5.99824084551146,5.90253377666932,5.35872802990834,5.5222638275289,5.62616182607901,5.44487680484616,5.92591642491127,6.03276460148745,6.32800400802509,6.07593640467852,5.63789936279096,5.34747284255581
"LOC102922943",5.3473796531226,4.88877853703539,5.39463560065914,5.09511700467787,4.88071343885692,4.66895313945571,5.14213308798862,5.34884679440636,5.2439569277218,4.92317605704824,5.69422283488277,4.6974310283161,4.34548804880609,5.20385399059986,4.57919249461128,4.74541310595878,4.58408648878388,4.26883006742644,5.08493844316603,4.79919610650546,4.91360808251389,4.96447132763052,5.04035016993331,5.19531261545328,5.06371081603753,5.09241171709086,4.90097189045209,5.39865914690866,4.9831704079941,5.06857628476968,4.92151873092451,5.31162456760653,4.88963094321451,5.11298995988385,4.74061612940784,5.07538260441507,5.52186493781342,5.63173923624776,5.2011733333081,4.95566085542851,5.11408090869495,5.10758006415807,5.04454788161261,4.89064533602874,5.233955039056,4.95305598980441
"Hk2",7.6221172009837,7.76101004392486,7.81046406657275,8.04545041854183,7.44404082267282,7.74839136722822,8.23256054561021,7.89675750678251,8.04253030442776,7.94125223664348,8.129519615354,8.09747176547647,8.40098289955053,7.40537408862957,8.72205189997897,8.02789414503919,8.49393630276857,8.20811322382501,8.62429830953266,7.89407711413359,9.28293670576321,9.37237678524807,7.68655013908035,7.64197139115863,7.73218901911816,8.51618049162106,7.45439466630137,8.3618005326866,7.48262189128846,7.66343149636717,8.18482530887549,8.58364696396331,8.10797698686524,8.32256726555545,8.73440490526958,8.22065915529441,7.6071560919724,7.54851535900267,7.15907421108598,7.43803009592038,7.25973044715736,7.54830463633115,7.90474871592119,8.01847443764253,7.70200221607179,8.35512522476263
"Mrpl53",7.78431334742699,7.95704261710589,7.76904216485551,7.71360441677628,7.80005855123729,7.64145180481925,7.79591153741737,7.68438658295716,7.41667091510903,7.72943944722306,7.29464087913174,7.61591559701905,7.27598224537691,7.48171915799524,7.19350998621049,7.25705728597689,7.720940447714,7.40151845160394,7.48712072288943,7.41897627162414,7.70591302211504,7.14426764530844,7.80410777658155,7.60035598662175,7.5646336951339,7.76429215244196,7.74436795792194,7.68277421957679,7.91129879166842,7.62137128523158,7.71009387792551,7.72018863275592,7.68089639091455,7.83291668677536,7.90679986450484,7.67113747200524,7.99681315017536,7.68054468659893,7.56827375353656,7.93862661218193,7.56088820011411,7.74701280109513,7.82301964783588,7.63833640137301,7.80884875181731,7.66458179688503
"Wbp1",6.21225423729791,6.53282707037718,6.5698947461675,6.37295654801682,6.3822254922417,6.29416996044167,6.91404496280155,6.79970419914058,6.05373730013438,5.82469694962792,6.15431119383826,6.01606779063916,5.74414571035345,6.15329486776695,6.24750424414317,6.08167373846464,5.68311780073631,5.96931050553068,5.94803468412008,5.73443942917872,5.87032338364247,6.27791397276502,6.54419584209938,6.64286144446876,6.22390075987146,6.41859912699864,6.22677331938495,6.53679766764995,6.5145136222551,6.21911421109365,6.16224882853305,6.5365318999647,6.10228753014898,6.10991639705551,6.19960492961181,6.08092012130671,6.78949679207937,6.83365952026396,6.28987294455274,6.12812287604855,6.5413400807013,7.1128890008343,6.77632101765035,6.8690192969988,6.77264333185628,6.76488115928896
"Dctn1",6.98269770427152,7.0923678396934,7.18365645129072,7.16199420153242,7.54329556636395,7.00714713387933,7.10129752909576,7.37587289297127,7.41667091510903,7.20706421897849,7.08996641341857,7.30379897779643,7.01466077106563,7.26827309429104,6.85256860068459,6.89623988195016,7.02209457788052,7.4098930420631,7.37080773641352,6.92508230232411,7.13097438225496,6.76150047640839,7.0165972862981,7.08957791309998,7.36203565737571,7.15789828261804,7.54043756274431,7.6221232671187,7.42900965595679,6.96749499089328,7.61526160874174,7.10034605228193,7.49643363710963,7.00944944450326,7.64851244196279,7.44941787996681,7.03284299991138,7.68054468659893,7.31471761163696,7.3050111515357,7.26604402658101,7.58201247419872,7.59113462619797,7.63833640137301,7.25475757885007,7.40970603203327
"Bola3",8.3003475549671,8.26505085360604,8.29157670707327,8.16930356686768,8.01771868540013,8.48787917059106,8.73867690180914,8.29166909881808,7.99745933192373,8.16140190063363,7.4985322439191,8.00257471763081,7.99265554527269,7.53043715619856,8.28191754285426,7.81101901430676,8.05591253700986,8.29171944115441,7.84279483336953,7.73309118959539,8.13145249175535,7.8553191075577,8.6426236200548,8.32500582165582,8.30336429059218,8.49049747595781,7.84061794215553,7.90254680734801,8.21479709480287,8.91671634544713,8.46713993841825,8.25844065043763,8.4662244497142,8.56544802890156,8.50156454783488,7.88629937014961,8.42052322518878,8.24629869057271,8.56390716584525,8.16044573005918,8.55751492531377,8.36456574286733,7.60900351386582,7.28913983122303,8.02869497895817,8.34270568597906
"LOC102911659",6.16451748349735,6.23098651399604,5.77550245321493,5.86734253777906,6.0906013033496,6.00885176132629,6.03161651250161,5.97571514852963,6.2479332728777,6.12501579517316,6.56192997466162,6.52976348923709,6.40045246256629,6.37451373204615,6.11955925820353,6.08167373846464,6.26749910439886,6.10367024342015,6.42463529253751,6.27725972278033,5.81374053172163,5.63122684876475,5.98042952306767,6.1085765176134,5.87991539203691,5.74693740222128,6.02610817850392,5.7735295508847,6.20298596836691,5.62304781275807,5.9423538926282,5.88069071783085,5.37583037177663,5.54048963458129,5.91411824176251,5.35390136858291,5.82526917362535,5.88438041586813,6.21575600054979,6.25205604859263,5.66970984792614,5.6878274096258,5.53853211402744,5.42552460817812,6.13826593499764,6.15977517496258
"Pradc1",5.95452742297104,5.77029534917131,5.61404446209347,5.82704186417379,5.71689454830214,6.2616289884243,5.83806279254757,5.77174982852766,5.82631894903846,5.89759780310836,5.59867672351646,5.29538703146891,5.61643919500921,5.74376399227617,5.81971628665481,6.37262224059115,5.42152364844951,5.87150323857852,5.59088692576394,5.39289044164287,5.5225821601097,5.95184306823394,6.25323984219128,5.67719824299962,6.07108110579036,5.91925847879568,6.14441098766661,5.68192653346076,5.85530317234402,6.09791153755024,5.80494496851498,5.93253688853051,5.8039579311714,5.85621198569313,6.0251334315581,6.33387383057986,5.96725038840191,6.14394158311844,6.13734946542585,5.93278535902193,6.16812891521052,6.03276460148745,6.06055863934459,5.996867379779,6.05780823080183,5.94894626889418
"LOC102909279",4.825727437812,4.88877853703539,4.09288973316979,4.61998452996952,4.22328195419699,5.04143670747326,3.71539787502771,4.10925186568729,5.5108967886753,5.26740754833021,5.01122846657046,4.80834065920518,5.20415275499235,5.6992649313946,5.17139954632223,5.20830517447126,5.30672404084427,5.38202333450414,4.91190594121306,4.79919610650546,4.91360808251389,5.0278217365235,5.70801843507623,5.67719824299962,5.78286389916751,5.65125663911195,5.63213648132101,5.68192653346076,5.88340693955318,5.29564813913087,5.87545733831636,5.80819341942536,5.68711848513807,5.66828008116543,5.82422806521856,5.44882228492126,5.88392354358325,5.55984157227976,5.43248584079985,5.44487680484616,5.56409197895589,5.95468063735289,5.69026621551544,5.996867379779,5.94236990799108,6.01577007191519
"Mgll",7.79956644325569,7.64244296676216,7.6887849735126,7.99015481037538,8.0849658575137,7.91569403614232,8.30992551224878,8.32312476211749,8.13459478075304,7.84803772733866,7.99002049124501,7.88168007354662,7.82409447565096,8.04321161055981,8.23281701069516,8.1106204356085,7.82489092980199,8.09367566100048,8.02502966089598,8.23380745925118,8.23225894911352,8.34391730843348,7.54622908332509,7.12931684959403,7.72723932591607,6.98322205068236,7.3024569156588,7.69017794393618,7.22368286583556,7.59055234974331,7.89894571618498,7.15726646274928,7.40320739504545,7.37889711325899,7.20264631683231,7.13568788632886,7.32370162011721,6.63408100531208,7.37416407995058,7.18278401542442,7.39829463352812,7.5224913378453,7.5267730682369,7.43149879138917,7.27791750166474,7.63765090237422
"Rpn1",7.28464087681452,7.02061810593259,7.08044511313161,7.26646651235417,7.43717179064657,7.38540743819036,7.47989779432366,7.39298968481122,6.35654304841362,6.18346584796459,6.92677764157134,6.73985383263267,6.72934797153202,6.4014764720791,6.99420461103683,6.80788386221929,6.83396245193192,7.05086509972346,6.54698091192026,6.88298692324321,6.56688694500262,7.07053003940534,7.11973879664601,6.92974491223938,7.16306635266261,7.12464439452382,7.50877607050369,7.22257307011745,7.0204668451523,7.19864179191711,7.20106355092461,7.13618823403669,7.38558235649655,7.27028481324631,7.14456540686191,6.99930484459607,7.06961283745082,6.68273022133811,7.29726675840365,7.04233358368391,6.7376943120268,6.87376552665624,6.82343361715834,7.17796056989267,6.98559394761663,7.3106689989196
"Hmces",7.41948130463434,7.02061810593259,6.59762153768231,7.00665018226962,6.77346642212755,6.65918602058072,7.59535133214381,7.19232999768434,7.11130944188156,7.51430682994276,7.5710041557832,7.31826366279508,7.35339667442645,6.95555697375798,6.808045952638,7.03478979783147,7.44697006102123,7.44290800470767,7.4611088154509,6.98595828956097,7.08599160216437,7.27023760432201,6.67521837696712,6.57186349967265,7.53658397575441,7.50599590312528,7.49806428484258,7.54250230724727,7.63234504428169,7.23907630498473,6.7641958657457,6.80240827180907,7.17577024314263,6.88339466429149,6.88500349503108,6.76629779787518,7.16323911970598,6.69857692399543,7.22523984692678,6.41906284796531,7.04126454243326,7.13585934993557,7.20060532245791,7.0822873579493,7.39896848390168,6.81429955421126
"Gfpt1",7.51516561602927,7.27586126846939,7.56274147483853,7.45487712593462,7.26929020355047,7.27814204073552,7.38484470264445,7.41828549782306,7.75580804663196,7.54709432932553,7.43087120885957,7.51926765117517,7.56321466844475,7.37231630927775,7.54015318145497,7.71801120369226,7.5186033626182,7.60471831730886,7.4611088154509,7.55168130247794,7.44722733356983,7.79589791855936,7.25409345939257,7.34688432751667,7.61377613235401,7.34255960417215,7.66050243672461,7.05984563162847,6.75399306385759,7.14854937773151,7.16566276890863,7.27113542101787,7.58394280791553,6.97897584954629,7.41379815849191,7.14863078383612,6.84732503033807,7.2193664031901,7.28846040532292,7.20689045823072,7.1682615377734,7.12442070875758,7.41937996299505,7.450722767553,7.23121406301053,7.04860380938021
"Aak1",6.78036917235089,6.65261162341735,6.99001846457582,7.24471731207964,7.16483102662019,7.14474434633243,7.11963983792046,7.20209234061116,7.02347149064441,6.93576170247498,7.36891431696795,7.182457555045,7.55669562134727,7.23182937769417,7.43370713896552,7.56608012452322,7.5719351243551,7.35889100470755,7.33302177601519,7.12757731279369,7.15294148105524,7.25923635939515,6.75261176130804,6.9069981591663,6.72646484067395,6.8260379654385,6.53542657504187,6.46835912111511,6.66307752114191,6.6308204655149,6.53141938106075,6.5792677584365,6.73285216725164,6.72661579582901,6.71882029630981,6.89534531427428,6.49482608779233,6.84789618727109,6.79716277576513,6.5394438990215,6.99626705652404,6.63512943935613,6.77632101765035,6.49139913556413,6.70535789817875,6.66048219469313
"LOC121828038",5.25113908010191,4.71455726309587,5.55526368131679,4.68027717793224,4.0754483692452,4.08142170958483,5.01055778073911,5.13560191083199,6.39768253198393,6.4430700675361,5.5651335910694,5.72962437108469,6.15728370724753,6.16921906184666,3.71539787502771,3.71539787502771,6.01875234626116,5.38202333450414,6.02385775651795,5.94112620878083,7.07451908758541,3.71539787502771,4.80924854656896,4.3788270271702,4.59857307306667,3.71539787502771,4.97810385178935,3.71539787502771,3.71539787502771,5.26086078301764,4.0886981264081,4.28204262770689,5.11088608943934,4.35977836552943,4.14125615472875,5.25060735549477,3.71539787502771,4.13449282432432,4.78816177121041,4.02496068420073,3.71539787502771,4.71815482257294,4.14910045787239,3.71539787502771,4.15458599065127,4.0989838487321
"Snrnp27",7.52439049057221,7.71656197835803,7.68242086619623,7.56404981374571,7.82126913244961,7.7426553071504,7.98180731078365,7.73214105702854,7.55678703662302,7.83925529092123,7.33226191259859,7.49404819932561,7.48295075108871,7.45672207207153,7.83213193465168,7.78374527979118,7.91593899865999,7.75006087590506,7.70946552017803,7.50421326280216,7.83994235877007,7.73390507591234,8.05738608039405,7.83959313441908,7.93888677639931,7.70954885497467,8.03795946336363,7.88331685082994,8.06522584146036,8.38719594309739,8.04657338660988,7.93371723955791,8.25055470979306,7.75470394062586,8.0331456064148,7.88629937014961,8.26149210553574,8.0410235686703,8.21223297376524,8.28101822294709,7.96440653941603,7.8193654199138,7.83064514467325,7.60444849532381,7.71051028052123,7.84600709035853
"Pcbp1",8.15399283462145,7.9646566564201,8.23195320756277,8.0031057265108,8.51351128726668,8.15446619375152,8.46034570395776,8.19780641163521,8.02338720629394,8.27632841392634,8.22715759679311,8.26288225625689,8.27996435334168,8.07221411066527,8.13641673378042,8.41269437539937,8.10829122443517,8.01380812473171,8.08851856586311,8.31830647518652,8.53597073834297,8.57315386609748,8.32351669286056,8.20089719031228,8.2354075699406,8.34040851055549,8.47357661908102,8.40731930114656,8.34064957570918,8.38002653885569,8.43796352196264,8.28721451434513,8.40223501746257,8.22941147363579,8.52435870689688,8.42463178839593,8.19700702131617,8.28819007921529,8.38242344337495,8.54799525133014,8.38660318988472,8.35001289205159,8.00918467858796,8.27103237715529,8.12079712972823,8.77413418465732
"Tia1",6.16451748349735,6.03564450112888,6.12786155923232,5.98129038956122,5.91702332131673,6.24506203381652,6.03161651250161,6.02211485881723,6.10497693547465,5.93257780833697,6.01804353549747,5.63455519043343,6.12129999862085,6.36083110325908,5.80086549383883,6.03446899533313,6.16937128179265,5.96931050553068,6.11866905685901,6.06278629687206,5.55848136754481,5.83296918507723,6.20612161024199,6.24457842541094,6.22390075987146,5.83595697927883,6.30441937305489,6.13208946024673,6.22468237894787,6.11590860104339,6.00601505296647,6.41171112406889,6.40076189220059,6.08072969119956,6.24557006220378,6.44467962601243,5.88392354358325,6.23514228758082,6.37719157758781,6.07517122418371,6.18190617876481,5.78303427659777,5.9483768093943,5.996867379779,6.13826593499764,6.15977517496258
"Pcyox1",7.90906617677368,7.55419301308945,7.56274147483853,7.73966265809369,8.53288509970594,8.3997189202102,7.91554072356892,7.73214105702854,8.03617759494142,7.4347406081361,7.53924749008649,7.08411970440335,6.86333980362229,6.91919828612582,7.34985497116975,7.72280789563651,7.06545503734771,7.57527759639461,7.00013017557311,7.0819277010104,8.18538887951324,7.70994790080815,8.13684073001247,8.43924785962513,8.55817524358758,8.02842426684387,8.47357661908102,7.64516978861125,7.89166649579569,7.73840723089532,7.85539689532335,7.7434941424111,8.3168676895718,6.94782991374828,8.53337622411012,8.2507791159193,7.8506063437918,8.05323095998859,8.52343798140416,8.13256770592101,8.38371968842783,8.07108883673298,8.400578334772,8.52693342182286,7.60491389627152,7.18567671216925
"Slc6a6",7.60483855072086,7.67068942912895,7.64363004677884,7.70304683730836,7.36659745835025,7.88999600875856,7.54893612530572,7.73214105702854,7.98431759277288,7.97370056786452,7.99586865121006,7.83232632063559,8.36424695506799,7.96582619694844,8.02924653358228,8.45931358637438,7.71418602523125,8.13452220325946,8.27366654817521,8.12179920919063,7.74960837992127,8.00050630536728,7.32757102984705,7.43647251217676,8.0219835246325,7.79616102496822,7.78012064372845,7.42300440984952,7.29546730414008,7.30908032162306,7.67917631722123,7.62297523703299,7.45481171323733,7.53293905712057,7.72943102954069,7.60722362014037,6.88918629218322,7.4030283490144,7.79597617979714,7.55969360026175,7.34566808422678,7.65506875587871,7.56390532064416,7.15464067726332,7.2663846952968,7.39367061525624
"Grip2",4.74681551497254,5.16538335829297,5.24838780704808,4.88683010228959,4.88071343885692,4.60043280298289,5.10005307068842,5.03726298231612,4.74175993490533,4.51894006192703,4.6045717789174,4.80834065920518,4.84580550336204,4.7901737273221,4.83502994390826,4.96448654963695,4.73734164549111,4.80311534680801,5.18630298849794,4.53142168282282,4.42020983358863,4.1433119320415,5.75384691852556,5.35399129171057,5.06371081603753,5.16966071518405,5.04978384257246,4.84182681370313,4.62579110228025,4.77821516913188,5.27070165030819,5.28337557262961,4.94961450974472,5.49478069470775,5.7606427338621,4.69417664959335,4.80198017623597,4.80223857075169,4.57059034043378,4.63045314230449,4.81493875454542,5.81326188103494,5.82574259984493,5.50789416143482,5.06036469021628,5.41913646536069
"Slc25a26",6.3029657016171,5.52774305772397,5.64242703703392,5.82704186417379,5.80968151170294,5.76978281139387,5.76659589904085,5.82581461600026,6.35654304841362,6.72074157951932,5.96933932199969,6.01606779063916,6.56805534632751,6.15329486776695,6.07405943860961,5.98552860702871,6.28630172674076,6.30147168403256,6.49586706596755,6.30992359051754,6.27311010541929,5.63122684876475,6.19004436232283,5.67719824299962,5.95267116045146,5.65125663911195,5.4023814825299,5.74371950712176,5.73636384473253,6.43323522322675,5.85237579061169,6.15079000465272,5.85862736877864,5.89072651603542,5.62310785716874,5.65798954716564,5.63132190112723,5.66619487676809,5.84514302087282,5.5094770199155,5.58594324554659,6.22110220555417,5.918778401308,6.10128501749444,5.71207564609257,6.19823603356758
"Lmod3",9.50481459309059,9.27304681459928,9.46758330441857,9.58723948682769,8.73874274380879,8.77528481101246,9.27335454516421,9.49482570287289,8.88953204794041,9.00101528681134,8.83741240791573,8.97572966420988,8.99322633923685,8.93224733967561,9.09021328470937,8.85532726639942,8.97438219237559,8.92991143040808,9.16847613577608,8.23794587873253,8.49814243768146,8.66714208645228,9.51510452978225,9.35642265182802,9.29491493052679,8.68982171693836,8.84162979631492,9.59145736927626,9.09578167878423,9.03316836803658,9.14772137690365,9.27262099958615,9.40011815198171,9.36659099264221,9.29148917987697,9.09291598563259,9.34609844560573,8.92760343200459,9.48586186526768,9.5466675255646,9.42603093326372,8.89869904871713,9.27433896623494,9.02820437780788,9.23199219344342,9.05585949796213
"Trnt1",6.32473037705568,6.35505755782311,6.72853552727809,6.27420985375902,6.22799494522144,6.48869914677257,6.36639165134704,6.30847436743088,6.02736077423955,6.12501579517316,5.91877058256628,5.72962437108469,5.88226592049448,6.0007728003433,6.07405943860961,5.88184684042057,5.99577817663915,5.61997910080447,5.55603765607991,6.0820237120061,5.75456835479055,6.36425336499505,6.12374969640593,6.3849729067021,6.41251237758791,6.14162166947773,6.11579999281289,6.01488764638654,6.47922160790803,6.07966952826215,6.33509874457006,6.51465966711891,6.14609127735113,6.10991639705551,6.45469259163682,6.21329362606233,6.27803020282465,6.54901935640705,6.50629221269067,6.8713071196119,6.3969829621005,6.19895032149507,6.26013931760113,6.39371366703751,6.33197098912479,6.14012565220586
"Itpr1",5.86632706274585,6.09441414176126,6.06854463742895,6.30315882095988,6.54699258207253,6.08605552765732,5.86103474644016,5.79906532250526,5.6250497354664,5.70700405302701,5.89273728509132,5.41937475007114,5.61643919500921,6.16921906184666,5.47824488013254,5.89970555492276,5.82265386397459,6.20618028161575,5.6577907566191,5.57541966420808,5.89771888404851,6.06087459984844,5.84087099262628,6.04579850592472,5.82256058848174,6.30238211182805,5.96277034475946,6.48578889032679,6.08894337076568,6.07966952826215,6.28550994754664,6.03048339908603,6.56882162119426,5.85621198569313,6.07734161316557,5.80335458227542,6.09543161056546,5.91275177845623,6.13734946542585,6.12812287604855,6.26174930156408,5.98122343886574,5.82574259984493,5.9414091989079,5.88062894384168,6.12018501051513
"Mtmr14",6.0895844968214,5.8065703694543,6.02748574024503,5.50243950229813,5.99698543640289,5.76978281139387,5.14213308798862,5.74384103654416,5.66088788334804,5.62202852026817,5.72453028049005,5.47682756740083,5.58926476119615,6.15329486776695,5.52640297381231,5.60174800565482,5.68311780073631,5.221084590936,5.3650750764762,5.60336212107372,5.62729905821431,5.73607853794739,5.5330785094796,5.46026875657303,5.51447251971139,5.87827200930509,5.86166299768774,5.80266386840275,5.67248030212985,5.69903292104828,5.67810107387051,5.67058806210768,5.71734538184832,5.66828008116543,5.65891855738668,5.76853273653289,5.73197709528263,6.495361715091,5.56493056792204,5.66679023496585,5.89227274699671,6.44361497103442,6.06055863934459,5.996867379779,6.05780823080183,5.75204718114576
"Tada3",6.06364685848956,6.17800439334508,6.1659993522722,6.06927395842158,6.32260655970322,6.37228354650679,6.09031855976005,6.27109259461355,6.31413018953899,5.66523172691923,5.96933932199969,6.01606779063916,6.19233186052525,6.07071624373044,6.0428430323225,6.09704530797761,6.08538741647119,5.89664724480725,6.04819903161152,5.83038467719494,6.14433513340662,5.92312055031758,5.68447025504719,6.12886545555165,5.9875946215952,5.74693740222128,6.08656605343778,6.21900457120521,5.67248030212985,6.04242136006959,5.9423538926282,5.94937381577994,5.91109329679242,6.08072969119956,6.07734161316557,5.93398743957943,6.04562989918469,5.76427134404312,5.9880483362841,5.87123094736213,6.05251537431162,5.89993453492271,5.9483768093943,5.88351159544816,5.9721862767937,6.05852042079535
