mouse_id,population,family,sex,acclim1,acclimation,po2,temp,mass,vo2,vo2_mass,vo2.res,vco2,vco2_mass,tv_btps,tv_btps_mass,tv_stp,frequency,total_vent,total_vent_mass,total_vent_stp,total_vent_mass_stp,pulmonary_extraction,arterial_sat,hr,o2_pulse,venous_content,hb,ca02,av_diff,ox_extraction_ratio,co,co_mass,sv,sv_uL,sv_ul_g,o2_delivery,venous_sat,hct,mean_cell_hb,pco2,ph,bicarb_6.1,bicarb_6.08,glu,lac
LN.F1.132.bc,LN,LN132,M,2,C,norm,cold,21.81,3.825882597,0.175418734,0.179561282,2.701376424,0.123859533,16.6176299,0.01661763,16.55921447,345.0340391,125.0508621,5.733647966,124.6112747,5.713492652,0.255854497,76.563,558.15,0.006854578,,16.920018,,,,,,,,,,,0.462950747,,,,,,,
LN.F1.132.be.1,LN,LN132,M,0,N,norm,warm,22.1,3.320600123,0.150253399,-0.342432481,2.2993346,0.10404229,15.48776647,0.015487766,15.14750751,362.7186588,124.1512116,5.617701882,121.4236677,5.494283607,0.227893525,70.89,589.33,0.000254956,,11.123127,,,,,,,,,,,0.414784046,,,,,,,
LN.F1.132.be.2,LN,LN132,M,1,H,hypox,warm,20.12,3.363037541,0.167148983,-0.185897297,2.338753959,0.116240256,15.51648147,0.015516481,15.25084256,425.9764998,132.9862881,6.609656466,130.7095908,6.496500535,0.214409002,76.981,517.23,0.006502016,,18.9948615,,,,,,,,,,,0.510830384,,,,,,,
LN.F1.132.bh,LN,LN132,F,1,H,hypox,warm,21.18,3.360385289,0.158658418,-0.249632191,2.259692307,0.106689911,11.81507524,0.011815075,11.63332373,433.7046682,108.5316846,5.124253287,106.8621398,5.045426806,0.262049879,75.546,409.64,0.008203265,,17.078403,,,,,,,,,,,0.457864451,,,,,,,
ME.F1.134.a,ME,ME134,M,2,C,norm,cold,20.1,3.4088226,0.169593164,-0.138959735,2.153135787,0.107121183,22.66654706,0.022666547,21.01700653,301.4596094,137.3442733,6.833048422,127.3491494,6.335778579,0.220531726,94.84078947,431.2189781,0.007905085,1.366,14.193,18.71044702,17.34444702,0.926992658,19.6536828,0.977795164,0.002267514,45.5770358,2.267514219,18.29498461,9.624462763,0.4475,0.031529627,57.8,7.4,34.59784854,36.22839491,,2
ME.F1.134.b,ME,ME134,M,2,C,norm,cold,22,2.78532629,0.12660574,-0.8719438,2.361021139,0.107319143,11.16523955,0.01116524,10.30578722,508.8058163,124.9806541,5.680938825,115.3601786,5.243644482,0.199195848,78.65921053,437.9671053,0.00635967,1.942,19.789,21.63656093,19.69456093,0.910244516,14.14261684,0.64284622,0.001467796,32.2915047,1.467795668,13.9089814,9.813532771,0.449375,0.022708323,50,7.2,,,6.3,3.3
ME.F1.134.c,ME,ME134,M,2,C,norm,cold,15.6,2.599277216,0.166620334,-0.689192014,2.212947644,0.141855618,20.30081504,0.020300815,18.73801943,378.0446169,119.723976,7.674613843,110.5073951,7.083807375,0.193617291,87.98157895,480.1986755,0.00541292,,,,,,,,,,,,,,,,,,,,
ME.F1.134.d,ME,ME134,M,0,N,norm,warm,16.5,2.70935795,0.164203512,-0.630973901,1.988785011,0.120532425,11.75076467,0.011750765,10.47067364,421.9753739,81.81579968,0,72.90304601,4.418366425,0.306559498,90.79006623,557.070922,0.004863578,,,,,,,,,,,,,,,,,,,,
ME.F1.134.e,ME,ME134,M,0,N,norm,warm,18.3,2.508414611,0.137071837,-0.935642482,1.265181714,0.069135613,14.51123079,0.014511231,13.09293569,266.3701868,70.73607437,0,63.82248937,3.487567725,0.32470411,85.36556291,480.94,0.00521565,,,,,,,,,,,,,,,,,,,,
ME.F1.136.h,ME,ME136,F,3,CH,hypox,cold,20.7,3.813458371,0.184225042,0.231100955,2.315253218,0.111847982,19.34305751,0.019343058,17.44629519,533.3184104,213.5413798,10.31600868,192.6017097,9.304430419,0.162441699,91.24635762,434.5510204,0.008775629,3.88,14.82,18.79656718,14.91656718,0.793579329,25.56525457,1.235036452,0.002842098,58.83142224,2.842097693,23.21444564,26.18083671,0.54631681,0.036863482,34,7.197,12.75264211,13.35365561,6.2,4.2
ME.F1.136.i,ME,ME136,F,3,CH,hypox,cold,21.4,3.599225115,0.168188089,-0.023469895,2.236947244,0.104530245,20.60347622,0.020603476,18.73728399,422.8203688,186.4275855,8.711569414,169.5416139,7.922505325,0.174336524,97.28684211,368.2945736,0.00977268,2,12.926,17.47966312,15.47966312,0.885581319,23.25131424,1.086510011,0.002950111,63.13238342,2.950111375,18.99182897,15.4726907,0.433755304,0.033556808,,,,,7.9,4
ME.F1.136.j,ME,ME136,F,3,CH,hypox,cold,20.8,4.212746587,0.202535894,0.624626658,2.875514253,0.138245878,21.07372054,0.021073721,18.88913563,427.3244159,187.3105586,9.00531532,167.893208,8.071788848,0.206101227,91.7589404,559.9139073,0.007523918,1.032,11.0579,14.1037905,13.0717905,0.926828181,32.22777008,1.549412023,0.002767233,57.55843829,2.76723261,21.85258257,9.332694273,0.262088088,0.023701434,44,7.3,20.92059014,21.90654718,7.3,9.3
ME.F1.137.c,ME,ME137,M,0,N,norm,warm,22.1,4.413425324,0.199702503,0.75039272,2.939753148,0.133020504,15.61302779,0.015613028,14.51009969,417.1103406,143.923053,6.512355338,133.756109,6.052312623,0.276212123,93.98,549,0.008039026,,13.48,,,,,,,,,,,,,,,,,,
ME.F1.137.d,ME,ME137,M,0,N,norm,warm,16.2,2.691889953,0.166166047,-0.631154358,1.641380512,0.101319785,11.36714599,0.011367146,10.41049429,411.7695705,75.82644613,4.680644823,69.44494112,4.28672476,0.324439314,95.286,422,0.006378886,,13.42,,,,,,,,,,,0.356667502,,,,,,,
ME.F1.137.e,ME,ME137,M,0,N,norm,warm,28.2,4.017729829,0.142472689,0.003183905,2.533677872,0.089846733,10.30912396,0.010309124,9.457213799,424.4107473,123.3835447,0,113.1875576,4.013743176,0.29634352,87.5,593,0.006775261,,11.57,,,,,,,,,,,,,,,,,,
ME.F1.139.ae,ME,ME139,F,2,C,norm,cold,21.4,3.618318158,0.169080288,-0.004376852,2.449020352,0.114440203,9.362766719,0.009362767,8.509697376,397.8350197,79.71150071,3.724836482,72.44875033,3.385455623,0.414602854,86.37152318,459.8292683,0.00786883,1.665877179,12.102,14.52922761,12.86335043,0.885343032,28.12889361,1.314434281,0.002858527,61.17247324,2.858526787,19.09771485,13.76530473,0.429147511,,,,,,8.3,2.7
ME.F1.139.af,ME,ME139,F,2,C,norm,cold,21.7,3.359366084,0.154809497,-0.280616466,1.845711568,0.085055833,7.780638242,0.007780638,7.123446442,411.682101,69.50834411,3.203149498,63.63732013,2.932595398,0.435325474,87.09659864,368.96875,0.009104744,2.395,16.558,20.04582218,17.65082218,0.880523733,19.03234904,0.877066776,0.002377076,51.58255011,2.377076042,17.58152462,14.46430728,0.443427989,0.026780287,35,7.49,25.77444361,26.98915572,9.6,1.7
ME.F1.139.ag,ME,ME139,F,2,C,norm,cold,17.3,4.193602931,0.242404794,0.807170973,2.525382203,0.14597585,11.14105067,0.011141051,10.12437021,432.6687647,83.39265409,4.82038463,75.78262839,4.380498751,0.456323383,81.21644737,482.7565789,0.008686786,,,,,,,,,,,,,0.472126418,,,,,,4.1,3.4
